#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
COX4I1	NDUFB6	9606.ENSP00000457513	9606.ENSP00000369176	0	0	0	0	0.551	0.851	0	0.491	0.963
COX4I1	ATP5F1A	9606.ENSP00000457513	9606.ENSP00000381736	0	0	0	0	0.749	0.126	0	0.674	0.922
COX4I1	NDUFA11	9606.ENSP00000457513	9606.ENSP00000389160	0	0	0	0	0.475	0.830	0	0.359	0.937
COX4I1	NDUFS1	9606.ENSP00000457513	9606.ENSP00000392709	0	0	0	0	0.289	0.910	0	0.503	0.965
COX4I1	NDUFB3	9606.ENSP00000457513	9606.ENSP00000407336	0	0	0	0	0.324	0.852	0	0.413	0.936
COX4I1	NDUFA5	9606.ENSP00000457513	9606.ENSP00000417142	0	0	0	0	0.406	0.900	0	0.405	0.962
COX4I1	NDUFA3	9606.ENSP00000457513	9606.ENSP00000418438	0	0	0	0	0.451	0.844	0	0.356	0.940
COX4I1	NDUFA13	9606.ENSP00000457513	9606.ENSP00000423673	0	0	0	0	0.938	0.881	0	0.399	0.995
COX4I1	COX7C	9606.ENSP00000457513	9606.ENSP00000425759	0	0	0	0	0.885	0.979	0.888	0.689	0.999
COX4I1	COX6C	9606.ENSP00000457513	9606.ENSP00000429707	0	0	0	0	0.840	0.992	0.800	0.736	0.999
COX4I1	UQCRB	9606.ENSP00000457513	9606.ENSP00000430494	0	0	0	0	0.760	0.968	0.632	0.601	0.998
COX4I1	COX6B2	9606.ENSP00000457513	9606.ENSP00000467266	0	0	0	0	0.332	0.577	0.520	0.417	0.910
COX4I1	NDUFB1	9606.ENSP00000457513	9606.ENSP00000483888	0	0	0	0	0.300	0.852	0	0.301	0.921
COX4I1	NDUFAB1	9606.ENSP00000457513	9606.ENSP00000458770	0	0	0	0	0.338	0.856	0	0.381	0.936
COX4I1	NDUFA6	9606.ENSP00000457513	9606.ENSP00000482543	0	0	0	0	0.371	0.852	0	0.499	0.949
COX4I1	NDUFV1	9606.ENSP00000457513	9606.ENSP00000497587	0	0	0	0	0.697	0.864	0	0.475	0.976
COX4I1	UQCR11	9606.ENSP00000457513	9606.ENSP00000467262	0	0	0	0	0.664	0.923	0.540	0.381	0.991
COX4I1	COX7B	9606.ENSP00000457513	9606.ENSP00000497474	0	0	0	0	0.268	0.964	0.800	0.648	0.997
COX4I1	COX6B1	9606.ENSP00000457513	9606.ENSP00000466818	0	0	0	0	0.589	0.969	0.850	0.856	0.999
COX4I2	UQCRC1	9606.ENSP00000365243	9606.ENSP00000203407	0	0	0	0	0.649	0.521	0.608	0.581	0.968
COX4I2	COX6A1	9606.ENSP00000365243	9606.ENSP00000229379	0	0	0	0	0.534	0.894	0.659	0.798	0.996
COX4I2	COX5B	9606.ENSP00000365243	9606.ENSP00000258424	0	0	0	0	0.691	0.626	0.693	0.868	0.994
COX4I2	NDUFA9	9606.ENSP00000365243	9606.ENSP00000266544	0	0	0	0	0.688	0.189	0	0.662	0.907
COX4I2	UQCRC2	9606.ENSP00000365243	9606.ENSP00000268379	0	0	0	0	0.616	0.771	0.714	0.740	0.992
COX4I2	NDUFB10	9606.ENSP00000365243	9606.ENSP00000268668	0	0	0	0	0.829	0.324	0	0.329	0.915
COX4I2	COX6A2	9606.ENSP00000365243	9606.ENSP00000287490	0	0	0	0	0.550	0.747	0.659	0.787	0.990
COX4I2	COX7A1	9606.ENSP00000365243	9606.ENSP00000292907	0	0	0	0	0.186	0.428	0.360	0.731	0.909
COX4I2	UQCRFS1	9606.ENSP00000365243	9606.ENSP00000306397	0	0	0	0	0.789	0.820	0.633	0.586	0.993
COX4I2	CYCS	9606.ENSP00000365243	9606.ENSP00000307786	0	0	0	0	0.402	0.800	0	0.656	0.955
COX4I2	UQCRH	9606.ENSP00000365243	9606.ENSP00000309565	0	0	0	0	0.609	0.472	0.623	0.795	0.982
COX4I2	CYC1	9606.ENSP00000365243	9606.ENSP00000317159	0	0	0	0	0.824	0.837	0.598	0.516	0.993
COX4I2	COX5A	9606.ENSP00000365243	9606.ENSP00000317780	0	0	0	0	0.689	0.918	0.744	0.894	0.999
COX4I2	UQCR10	9606.ENSP00000365243	9606.ENSP00000332887	0	0	0	0	0.538	0.805	0.632	0.439	0.978
COX4I2	MT-CO1	9606.ENSP00000365243	9606.ENSP00000354499	0	0	0	0	0.063	0.627	0.540	0.790	0.961
COX4I2	MT-CO2	9606.ENSP00000365243	9606.ENSP00000354876	0	0	0	0	0.068	0.644	0.744	0.635	0.964
COX4I2	MT-CO3	9606.ENSP00000365243	9606.ENSP00000354982	0	0	0	0	0.090	0.822	0.744	0.499	0.976
COX4I2	COA6	9606.ENSP00000365243	9606.ENSP00000355574	0	0	0	0	0.302	0.508	0.520	0.517	0.910
COX4I2	NDUFS2	9606.ENSP00000365243	9606.ENSP00000356972	0	0	0	0	0.827	0.304	0	0.400	0.921
COX4I2	COX4I1	9606.ENSP00000365243	9606.ENSP00000457513	0	0	0.072	0.929	0	0	0.900	0.107	0.909
COX4I2	NDUFA13	9606.ENSP00000365243	9606.ENSP00000423673	0	0	0	0	0.829	0.301	0	0.301	0.909
COX4I2	COX7B	9606.ENSP00000365243	9606.ENSP00000497474	0	0	0	0	0.190	0.515	0.540	0.590	0.915
COX4I2	COX6B2	9606.ENSP00000365243	9606.ENSP00000467266	0	0	0	0	0.337	0.577	0.520	0.516	0.926
COX4I2	UQCR11	9606.ENSP00000365243	9606.ENSP00000467262	0	0	0	0	0.592	0.539	0.540	0.338	0.935
COX4I2	COX6B1	9606.ENSP00000365243	9606.ENSP00000466818	0	0	0	0	0.332	0.663	0.655	0.785	0.981
COX4I2	COX6C	9606.ENSP00000365243	9606.ENSP00000429707	0	0	0	0	0.356	0.894	0.540	0.501	0.982
COX4I2	UQCRB	9606.ENSP00000365243	9606.ENSP00000430494	0	0	0	0	0.689	0.723	0.632	0.524	0.982
COX4I2	COX7C	9606.ENSP00000365243	9606.ENSP00000425759	0	0	0	0	0.685	0.749	0.744	0.645	0.991
COX4I2	UQCRQ	9606.ENSP00000365243	9606.ENSP00000367939	0	0	0	0	0.649	0.885	0.714	0.431	0.992
COX5A	COX15	9606.ENSP00000317780	9606.ENSP00000016171	0	0	0	0	0.067	0.095	0.720	0.782	0.941
COX5A	NDUFB4	9606.ENSP00000317780	9606.ENSP00000184266	0	0	0	0	0.854	0.853	0	0.499	0.988
COX5A	UQCRC1	9606.ENSP00000317780	9606.ENSP00000203407	0	0	0	0	0.848	0.966	0.657	0.716	0.999
COX5A	ATP5F1D	9606.ENSP00000317780	9606.ENSP00000215375	0	0	0	0	0.929	0.246	0	0.663	0.980
COX5A	NDUFB7	9606.ENSP00000317780	9606.ENSP00000215565	0	0	0	0	0.851	0.830	0	0.451	0.985
COX5A	COX6A1	9606.ENSP00000317780	9606.ENSP00000229379	0	0	0	0	0.835	0.966	0.888	0.958	0.999
COX5A	NDUFS7	9606.ENSP00000317780	9606.ENSP00000233627	0	0	0	0	0.826	0.858	0	0.409	0.984
COX5A	NDUFA2	9606.ENSP00000317780	9606.ENSP00000252102	0	0	0	0	0.599	0.859	0	0.555	0.972
COX5A	NDUFA10	9606.ENSP00000317780	9606.ENSP00000252711	0	0	0	0	0.694	0.876	0	0.541	0.981
COX5A	COX5B	9606.ENSP00000317780	9606.ENSP00000258424	0	0	0	0	0.978	0.995	0.959	0.987	0.999
COX5A	NDUFB5	9606.ENSP00000317780	9606.ENSP00000259037	0	0	0	0	0.882	0.830	0	0.670	0.992
COX5A	ATP5F1B	9606.ENSP00000317780	9606.ENSP00000262030	0	0	0	0	0.756	0.201	0	0.776	0.952
COX5A	NDUFS3	9606.ENSP00000317780	9606.ENSP00000263774	0	0	0	0	0.926	0.886	0	0.606	0.996
COX5A	NDUFA9	9606.ENSP00000317780	9606.ENSP00000266544	0	0	0	0	0.855	0.851	0	0.628	0.991
COX5A	UQCRC2	9606.ENSP00000317780	9606.ENSP00000268379	0	0	0	0	0.923	0.988	0.953	0.732	0.999
COX5A	NDUFB10	9606.ENSP00000317780	9606.ENSP00000268668	0	0	0	0	0.847	0.892	0	0.644	0.993
COX5A	NDUFS6	9606.ENSP00000317780	9606.ENSP00000274137	0	0	0	0	0.857	0.859	0	0.447	0.987
COX5A	NDUFB11	9606.ENSP00000317780	9606.ENSP00000276062	0	0	0	0	0.850	0.830	0	0.365	0.982
COX5A	NDUFB9	9606.ENSP00000317780	9606.ENSP00000276689	0	0	0	0	0.918	0.876	0	0.688	0.996
COX5A	NDUFC2	9606.ENSP00000317780	9606.ENSP00000281031	0	0	0	0	0.730	0.845	0	0.482	0.976
COX5A	ATP5MC3	9606.ENSP00000317780	9606.ENSP00000284727	0	0	0	0	0.852	0.131	0	0.567	0.939
COX5A	COX6A2	9606.ENSP00000317780	9606.ENSP00000287490	0	0	0	0	0.826	0.975	0.744	0.911	0.999
COX5A	ATP5PO	9606.ENSP00000317780	9606.ENSP00000290299	0	0	0	0	0.859	0.161	0	0.563	0.944
COX5A	COX7A1	9606.ENSP00000317780	9606.ENSP00000292907	0	0	0	0	0.109	0.967	0.360	0.728	0.994
COX5A	NDUFS4	9606.ENSP00000317780	9606.ENSP00000296684	0	0	0	0	0.864	0.858	0	0.435	0.988
COX5A	NDUFB8	9606.ENSP00000317780	9606.ENSP00000299166	0	0	0	0	0.930	0.830	0	0.721	0.996
COX5A	ATP5MG	9606.ENSP00000317780	9606.ENSP00000300688	0	0	0	0	0.812	0.137	0	0.499	0.912
COX5A	NDUFA7	9606.ENSP00000317780	9606.ENSP00000301457	0	0	0	0	0.671	0.812	0	0.400	0.959
COX5A	ATP5PD	9606.ENSP00000317780	9606.ENSP00000301587	0	0	0	0	0.973	0.162	0	0.774	0.994
COX5A	ATP5ME	9606.ENSP00000317780	9606.ENSP00000306003	0	0	0	0	0.872	0.096	0	0.486	0.935
COX5A	UQCRFS1	9606.ENSP00000317780	9606.ENSP00000306397	0	0	0	0	0.974	0.991	0.925	0.750	0.999
COX5A	CYCS	9606.ENSP00000317780	9606.ENSP00000307786	0	0	0	0	0.609	0.525	0.400	0.622	0.952
COX5A	UQCRH	9606.ENSP00000317780	9606.ENSP00000309565	0	0	0	0	0.579	0.903	0.633	0.710	0.995
COX5A	NDUFS8	9606.ENSP00000317780	9606.ENSP00000315774	0	0	0	0	0.872	0.852	0	0.713	0.994
COX5A	CYC1	9606.ENSP00000317780	9606.ENSP00000317159	0	0	0	0	0.892	0.992	0.602	0.577	0.999
COX5A	MT-ND5	9606.ENSP00000317780	9606.ENSP00000354813	0	0	0	0	0.118	0.830	0	0.386	0.900
COX5A	HIGD1A	9606.ENSP00000317780	9606.ENSP00000398064	0	0	0	0	0.181	0	0	0.890	0.906
COX5A	MT-ND1	9606.ENSP00000317780	9606.ENSP00000354687	0	0	0	0	0.128	0.830	0	0.427	0.907
COX5A	NDUFA3	9606.ENSP00000317780	9606.ENSP00000418438	0	0	0	0	0.237	0.830	0	0.373	0.911
COX5A	NDUFB1	9606.ENSP00000317780	9606.ENSP00000483888	0	0	0	0	0.286	0.830	0	0.362	0.916
COX5A	NDUFC1	9606.ENSP00000317780	9606.ENSP00000441126	0	0	0	0	0.397	0.811	0	0.323	0.916
COX5A	SDHD	9606.ENSP00000317780	9606.ENSP00000364699	0	0	0	0	0.836	0	0	0.514	0.917
COX5A	NDUFA11	9606.ENSP00000317780	9606.ENSP00000389160	0	0	0	0	0.314	0.824	0	0.399	0.921
COX5A	NDUFV3	9606.ENSP00000317780	9606.ENSP00000346196	0	0	0	0	0.416	0.812	0	0.385	0.926
COX5A	NDUFA1	9606.ENSP00000317780	9606.ENSP00000360492	0	0	0	0	0.324	0.830	0	0.471	0.934
COX5A	ATP5PF	9606.ENSP00000317780	9606.ENSP00000389649	0	0	0	0	0.847	0.329	0	0.515	0.946
COX5A	SDHB	9606.ENSP00000317780	9606.ENSP00000364649	0	0	0	0	0.858	0.096	0	0.615	0.946
COX5A	NDUFB3	9606.ENSP00000317780	9606.ENSP00000407336	0	0	0	0	0.476	0.830	0	0.460	0.947
COX5A	NDUFS5	9606.ENSP00000317780	9606.ENSP00000362058	0	0	0	0	0.500	0.856	0	0.363	0.950
COX5A	NDUFS1	9606.ENSP00000317780	9606.ENSP00000392709	0	0	0	0	0.362	0.844	0	0.550	0.951
COX5A	COX7A2L	9606.ENSP00000317780	9606.ENSP00000367938	0	0	0	0	0.076	0.720	0.800	0.480	0.969
COX5A	ATP5PB	9606.ENSP00000317780	9606.ENSP00000358737	0	0	0	0	0.929	0.213	0	0.639	0.978
COX5A	ATP5F1A	9606.ENSP00000317780	9606.ENSP00000381736	0	0	0	0	0.931	0.176	0	0.665	0.979
COX5A	NDUFS2	9606.ENSP00000317780	9606.ENSP00000356972	0	0	0	0	0.704	0.875	0	0.542	0.981
COX5A	COA6	9606.ENSP00000317780	9606.ENSP00000355574	0	0	0	0	0.694	0.748	0.574	0.565	0.983
COX5A	NDUFA5	9606.ENSP00000317780	9606.ENSP00000417142	0	0	0	0	0.841	0.830	0	0.519	0.985
COX5A	NDUFA13	9606.ENSP00000317780	9606.ENSP00000423673	0	0	0	0	0.870	0.852	0	0.371	0.986
COX5A	NDUFAB1	9606.ENSP00000317780	9606.ENSP00000458770	0	0	0	0	0.817	0.859	0	0.519	0.986
COX5A	NDUFV1	9606.ENSP00000317780	9606.ENSP00000497587	0	0	0	0	0.746	0.901	0	0.544	0.987
COX5A	NDUFA6	9606.ENSP00000317780	9606.ENSP00000482543	0	0	0	0	0.861	0.830	0	0.522	0.987
COX5A	COX6B2	9606.ENSP00000317780	9606.ENSP00000467266	0	0	0	0	0.761	0.784	0.604	0.498	0.988
COX5A	MT-CYB	9606.ENSP00000317780	9606.ENSP00000354554	0	0	0	0	0	0.957	0.540	0.474	0.988
COX5A	ATP5F1C	9606.ENSP00000317780	9606.ENSP00000349142	0	0	0	0	0.966	0.203	0	0.607	0.988
COX5A	NDUFA8	9606.ENSP00000317780	9606.ENSP00000362873	0	0	0	0	0.867	0.830	0	0.568	0.989
COX5A	COX7A2	9606.ENSP00000317780	9606.ENSP00000359098	0	0	0	0	0.765	0.802	0.540	0.641	0.991
COX5A	NDUFB6	9606.ENSP00000317780	9606.ENSP00000369176	0	0	0	0	0.932	0.856	0	0.519	0.994
COX5A	NDUFV2	9606.ENSP00000317780	9606.ENSP00000327268	0	0	0	0	0.919	0.876	0	0.513	0.994
COX5A	COX7B	9606.ENSP00000317780	9606.ENSP00000497474	0	0	0	0	0.273	0.903	0.800	0.745	0.995
COX5A	COX8A	9606.ENSP00000317780	9606.ENSP00000321260	0	0	0	0	0.471	0.825	0.800	0.842	0.996
COX5A	NDUFA4	9606.ENSP00000317780	9606.ENSP00000339720	0	0	0	0	0.497	0.839	0.900	0.744	0.997
COX5A	NDUFA12	9606.ENSP00000317780	9606.ENSP00000330737	0	0	0	0	0.969	0.876	0	0.389	0.997
COX5A	UQCR11	9606.ENSP00000317780	9606.ENSP00000467262	0	0	0	0	0.922	0.923	0.540	0.520	0.998
COX5A	COX6C	9606.ENSP00000317780	9606.ENSP00000429707	0	0	0	0	0.912	0.996	0.935	0.955	0.999
COX5A	MT-CO2	9606.ENSP00000317780	9606.ENSP00000354876	0	0	0	0	0.257	0.999	0.979	0.787	0.999
COX5A	COX4I2	9606.ENSP00000317780	9606.ENSP00000365243	0	0	0	0	0.689	0.918	0.744	0.894	0.999
COX5A	COX4I1	9606.ENSP00000317780	9606.ENSP00000457513	0	0	0	0	0.923	0.996	0.888	0.992	0.999
COX5A	COX7C	9606.ENSP00000317780	9606.ENSP00000425759	0	0	0	0	0.935	0.988	0.979	0.838	0.999
COX5A	MT-CO3	9606.ENSP00000317780	9606.ENSP00000354982	0	0	0	0	0.083	0.991	0.979	0.574	0.999
COX5A	COX6B1	9606.ENSP00000317780	9606.ENSP00000466818	0	0	0	0	0.840	0.974	0.876	0.969	0.999
COX5A	UQCR10	9606.ENSP00000317780	9606.ENSP00000332887	0	0	0	0	0.922	0.986	0.656	0.564	0.999
COX5A	UQCRQ	9606.ENSP00000317780	9606.ENSP00000367939	0	0	0	0	0.940	0.987	0.786	0.715	0.999
COX5A	MT-CO1	9606.ENSP00000317780	9606.ENSP00000354499	0	0	0	0	0.109	0.990	0.967	0.830	0.999
COX5A	UQCRB	9606.ENSP00000317780	9606.ENSP00000430494	0	0	0	0	0.970	0.984	0.656	0.646	0.999
COX5B	NDUFB4	9606.ENSP00000258424	9606.ENSP00000184266	0	0	0	0	0.688	0.854	0	0.686	0.984
COX5B	UQCRC1	9606.ENSP00000258424	9606.ENSP00000203407	0	0	0	0	0.748	0.972	0.635	0.826	0.999
COX5B	ATP5F1D	9606.ENSP00000258424	9606.ENSP00000215375	0	0	0	0	0.929	0.091	0	0.647	0.975
COX5B	NDUFB7	9606.ENSP00000258424	9606.ENSP00000215565	0	0	0	0	0.936	0.854	0	0.541	0.995
COX5B	COX6A1	9606.ENSP00000258424	9606.ENSP00000229379	0	0	0	0	0.892	0.980	0.888	0.966	0.999
COX5B	NDUFS7	9606.ENSP00000258424	9606.ENSP00000233627	0	0	0	0	0.866	0.838	0	0.456	0.987
COX5B	NDUFA2	9606.ENSP00000258424	9606.ENSP00000252102	0	0	0	0	0.916	0.864	0	0.527	0.994
COX5B	NDUFA10	9606.ENSP00000258424	9606.ENSP00000252711	0	0	0	0	0.579	0.881	0	0.715	0.984
COX5B	MT-ND3	9606.ENSP00000258424	9606.ENSP00000355206	0	0	0	0	0.081	0.844	0	0.363	0.900
COX5B	MT-ND4	9606.ENSP00000258424	9606.ENSP00000354961	0	0	0	0	0.115	0.844	0	0.366	0.904
COX5B	NDUFV3	9606.ENSP00000258424	9606.ENSP00000346196	0	0	0	0	0.273	0.817	0	0.419	0.916
COX5B	ATP5ME	9606.ENSP00000258424	9606.ENSP00000306003	0	0	0	0	0.767	0	0	0.656	0.916
COX5B	MT-ND1	9606.ENSP00000258424	9606.ENSP00000354687	0	0	0	0	0.136	0.844	0	0.442	0.918
COX5B	ATP5F1A	9606.ENSP00000258424	9606.ENSP00000381736	0	0	0	0	0.733	0.205	0	0.665	0.922
COX5B	SDHA	9606.ENSP00000258424	9606.ENSP00000264932	0	0	0	0	0.837	0	0	0.563	0.925
COX5B	NDUFC1	9606.ENSP00000258424	9606.ENSP00000441126	0	0	0	0	0.451	0.811	0	0.411	0.933
COX5B	ATP5F1C	9606.ENSP00000258424	9606.ENSP00000349142	0	0	0	0	0.858	0	0	0.624	0.944
COX5B	NDUFAB1	9606.ENSP00000258424	9606.ENSP00000458770	0	0	0	0	0.374	0.864	0	0.399	0.944
COX5B	COA6	9606.ENSP00000258424	9606.ENSP00000355574	0	0	0	0	0.415	0.516	0.520	0.656	0.947
COX5B	SDHD	9606.ENSP00000258424	9606.ENSP00000364699	0	0	0	0	0.909	0	0	0.463	0.949
COX5B	NDUFB1	9606.ENSP00000258424	9606.ENSP00000483888	0	0	0	0	0.390	0.844	0	0.528	0.951
COX5B	NDUFS1	9606.ENSP00000258424	9606.ENSP00000392709	0	0	0	0	0.173	0.844	0	0.719	0.960
COX5B	NDUFA3	9606.ENSP00000258424	9606.ENSP00000418438	0	0	0	0	0.598	0.844	0	0.438	0.961
COX5B	NDUFS5	9606.ENSP00000258424	9606.ENSP00000362058	0	0	0	0	0.585	0.844	0	0.462	0.962
COX5B	NDUFA1	9606.ENSP00000258424	9606.ENSP00000360492	0	0	0	0	0.567	0.844	0	0.505	0.963
COX5B	NDUFB2	9606.ENSP00000258424	9606.ENSP00000419087	0	0	0	0	0.779	0.800	0	0.370	0.969
COX5B	COX7A2L	9606.ENSP00000258424	9606.ENSP00000367938	0	0	0	0	0.177	0.695	0.800	0.507	0.972
COX5B	SDHB	9606.ENSP00000258424	9606.ENSP00000364649	0	0	0	0	0.928	0.091	0	0.606	0.972
COX5B	NDUFC2	9606.ENSP00000258424	9606.ENSP00000281031	0	0	0	0	0.657	0.852	0	0.505	0.972
COX5B	ATP5PO	9606.ENSP00000258424	9606.ENSP00000290299	0	0	0	0	0.889	0	0	0.782	0.974
COX5B	NDUFS4	9606.ENSP00000258424	9606.ENSP00000296684	0	0	0	0	0.712	0.863	0	0.433	0.975
COX5B	NDUFB6	9606.ENSP00000258424	9606.ENSP00000369176	0	0	0	0	0.700	0.856	0	0.519	0.977
COX5B	NDUFB3	9606.ENSP00000258424	9606.ENSP00000407336	0	0	0	0	0.717	0.844	0	0.526	0.977
COX5B	ATP5PD	9606.ENSP00000258424	9606.ENSP00000301587	0	0	0	0	0.941	0	0	0.665	0.979
COX5B	NDUFB10	9606.ENSP00000258424	9606.ENSP00000268668	0	0	0	0	0.771	0.854	0	0.468	0.980
COX5B	NDUFV1	9606.ENSP00000258424	9606.ENSP00000497587	0	0	0	0	0.743	0.844	0	0.569	0.981
COX5B	NDUFA7	9606.ENSP00000258424	9606.ENSP00000301457	0	0	0	0	0.859	0.817	0	0.372	0.982
COX5B	COX6B2	9606.ENSP00000258424	9606.ENSP00000467266	0	0	0	0	0.673	0.784	0.604	0.485	0.983
COX5B	NDUFA6	9606.ENSP00000258424	9606.ENSP00000482543	0	0	0	0	0.850	0.844	0	0.377	0.984
COX5B	NDUFS2	9606.ENSP00000258424	9606.ENSP00000356972	0	0	0	0	0.834	0.857	0	0.440	0.985
COX5B	NDUFS3	9606.ENSP00000258424	9606.ENSP00000263774	0	0	0	0	0.775	0.844	0	0.626	0.985
COX5B	NDUFA5	9606.ENSP00000258424	9606.ENSP00000417142	0	0	0	0	0.817	0.864	0	0.516	0.986
COX5B	NDUFA9	9606.ENSP00000258424	9606.ENSP00000266544	0	0	0	0	0.827	0.846	0	0.557	0.987
COX5B	NDUFV2	9606.ENSP00000258424	9606.ENSP00000327268	0	0	0	0	0.840	0.865	0	0.468	0.987
COX5B	NDUFB11	9606.ENSP00000258424	9606.ENSP00000276062	0	0	0	0	0.883	0.844	0	0.419	0.988
COX5B	NDUFA12	9606.ENSP00000258424	9606.ENSP00000330737	0	0	0	0	0.878	0.855	0	0.429	0.989
COX5B	NDUFB9	9606.ENSP00000258424	9606.ENSP00000276689	0	0	0	0	0.902	0.856	0	0.400	0.990
COX5B	NDUFB8	9606.ENSP00000258424	9606.ENSP00000299166	0	0	0	0	0.889	0.844	0	0.531	0.991
COX5B	NDUFB5	9606.ENSP00000258424	9606.ENSP00000259037	0	0	0	0	0.862	0.844	0	0.636	0.991
COX5B	NDUFA8	9606.ENSP00000258424	9606.ENSP00000362873	0	0	0	0	0.878	0.844	0	0.619	0.992
COX5B	MT-CYB	9606.ENSP00000258424	9606.ENSP00000354554	0	0	0	0	0	0.972	0.540	0.414	0.992
COX5B	NDUFA11	9606.ENSP00000258424	9606.ENSP00000389160	0	0	0	0	0.777	0.931	0	0.589	0.993
COX5B	CYCS	9606.ENSP00000258424	9606.ENSP00000307786	0	0	0	0	0.659	0.755	0.400	0.879	0.993
COX5B	COX4I2	9606.ENSP00000258424	9606.ENSP00000365243	0	0	0	0	0.691	0.626	0.693	0.868	0.994
COX5B	NDUFS6	9606.ENSP00000258424	9606.ENSP00000274137	0	0	0	0	0.932	0.869	0	0.521	0.995
COX5B	NDUFA13	9606.ENSP00000258424	9606.ENSP00000423673	0	0	0	0	0.949	0.854	0	0.491	0.995
COX5B	NDUFA4	9606.ENSP00000258424	9606.ENSP00000339720	0	0	0	0	0.583	0.838	0.800	0.686	0.995
COX5B	COX7A1	9606.ENSP00000258424	9606.ENSP00000292907	0	0	0	0	0.138	0.945	0.360	0.882	0.996
COX5B	NDUFS8	9606.ENSP00000258424	9606.ENSP00000315774	0	0	0	0	0.928	0.854	0	0.664	0.996
COX5B	COX7A2	9606.ENSP00000258424	9606.ENSP00000359098	0	0	0	0	0.813	0.900	0.540	0.778	0.997
COX5B	UQCRH	9606.ENSP00000258424	9606.ENSP00000309565	0	0	0	0	0.744	0.955	0.658	0.567	0.998
COX5B	COX7C	9606.ENSP00000258424	9606.ENSP00000425759	0	0	0	0	0.939	0.993	0.959	0.983	0.999
COX5B	UQCR10	9606.ENSP00000258424	9606.ENSP00000332887	0	0	0	0	0.977	0.989	0.714	0.731	0.999
COX5B	UQCR11	9606.ENSP00000258424	9606.ENSP00000467262	0	0	0	0	0.999	0.972	0.540	0.640	0.999
COX5B	COX8A	9606.ENSP00000258424	9606.ENSP00000321260	0	0	0	0	0.734	0.800	0.800	0.965	0.999
COX5B	COX6B1	9606.ENSP00000258424	9606.ENSP00000466818	0	0	0	0	0.920	0.974	0.876	0.967	0.999
COX5B	MT-CO3	9606.ENSP00000258424	9606.ENSP00000354982	0	0	0	0	0.103	0.994	0.959	0.595	0.999
COX5B	UQCRFS1	9606.ENSP00000258424	9606.ENSP00000306397	0	0	0	0	0.970	0.991	0.715	0.664	0.999
COX5B	UQCRC2	9606.ENSP00000258424	9606.ENSP00000268379	0	0	0	0	0.776	0.990	0.786	0.664	0.999
COX5B	CYC1	9606.ENSP00000258424	9606.ENSP00000317159	0	0	0	0	0.927	0.991	0.634	0.549	0.999
COX5B	COX4I1	9606.ENSP00000258424	9606.ENSP00000457513	0	0	0	0	0.923	0.986	0.866	0.934	0.999
COX5B	MT-CO2	9606.ENSP00000258424	9606.ENSP00000354876	0	0	0	0	0.257	0.999	0.959	0.666	0.999
COX5B	COX6C	9606.ENSP00000258424	9606.ENSP00000429707	0	0	0	0	0.910	0.876	0.935	0.990	0.999
COX5B	COX6A2	9606.ENSP00000258424	9606.ENSP00000287490	0	0	0	0	0.829	0.986	0.744	0.923	0.999
COX5B	UQCRB	9606.ENSP00000258424	9606.ENSP00000430494	0	0	0	0	0.901	0.988	0.714	0.757	0.999
COX5B	COX7B	9606.ENSP00000258424	9606.ENSP00000497474	0	0	0	0	0.675	0.899	0.800	0.969	0.999
COX5B	MT-CO1	9606.ENSP00000258424	9606.ENSP00000354499	0	0	0	0	0.167	0.993	0.935	0.781	0.999
COX5B	UQCRQ	9606.ENSP00000258424	9606.ENSP00000367939	0	0	0	0	0.925	0.967	0.714	0.581	0.999
COX5B	COX5A	9606.ENSP00000258424	9606.ENSP00000317780	0	0	0	0	0.978	0.995	0.959	0.987	0.999
COX6A1	UQCRC1	9606.ENSP00000229379	9606.ENSP00000203407	0	0	0	0	0.347	0.896	0.624	0.619	0.989
COX6A1	CYCS	9606.ENSP00000229379	9606.ENSP00000307786	0	0	0	0	0.307	0.482	0.400	0.644	0.913
COX6A1	COA6	9606.ENSP00000229379	9606.ENSP00000355574	0	0	0	0	0.382	0.478	0.501	0.552	0.918
COX6A1	MT-CYB	9606.ENSP00000229379	9606.ENSP00000354554	0	0	0	0	0.049	0.747	0.540	0.396	0.924
COX6A1	COX6A2	9606.ENSP00000229379	9606.ENSP00000287490	0	0	0.067	0.940	0	0	0.900	0.373	0.936
COX6A1	COX6B2	9606.ENSP00000229379	9606.ENSP00000467266	0	0	0	0	0.524	0.575	0.526	0.561	0.952
COX6A1	UQCRH	9606.ENSP00000229379	9606.ENSP00000309565	0	0	0	0	0.478	0.603	0.649	0.606	0.967
COX6A1	UQCR11	9606.ENSP00000229379	9606.ENSP00000467262	0	0	0	0	0.494	0.789	0.540	0.489	0.971
COX6A1	COX7A1	9606.ENSP00000229379	9606.ENSP00000292907	0	0	0	0	0.087	0.765	0.360	0.869	0.979
COX6A1	UQCRC2	9606.ENSP00000229379	9606.ENSP00000268379	0	0	0	0	0.402	0.840	0.707	0.392	0.980
COX6A1	COX7A2L	9606.ENSP00000229379	9606.ENSP00000367938	0	0	0	0	0.119	0.654	0.800	0.727	0.981
COX6A1	CYC1	9606.ENSP00000229379	9606.ENSP00000317159	0	0	0	0	0.606	0.831	0.624	0.495	0.985
