Gene,log2FC,pvalue,FDR,adjustedpvalue
CSRP2,2.454142506660501,9.398585722412727e-18,2.0133236829729349e-16,15.696086397774845
CSRP2BP,-0.43024984969758506,4.381091409148746e-10,2.5042711932276346e-09,8.601318642176922
CSRP3,-0.01701359475085873,0.8523884803928987,0.885200511461728,0.05295834381285243
CST1,0.5979178974227031,0.00139446658354045,0.0030775216464917093,2.5117988836707843
CST11,0.19716765775327616,0.40732837418526957,0.49286733276417616,0.30726996591995753
CST13P,0.053084090929737204,0.7774489626652189,0.8263353429058654,0.08284367178580578
CST2,0.10944664216275068,0.32879021789733887,0.41252115453045973,0.3845537754527842
CST3,0.20825862493140157,0.015600701188617741,0.028278874106511035,1.5485378855067944
CST4,-0.01211682436545125,0.8908472951083942,0.9153007519037947,0.03843618087235113
CST5,-0.0856780290089052,0.7069637527444043,0.767505021079272,0.11491877465222465
CST6,0.26571615791253134,0.2918734921611654,0.3732718656029304,0.42797474265837415
CST7,-0.5079904137367173,0.03171486779739197,0.05364571818348514,1.2704649362049296
CST8,-0.5302856793924713,0.00937070272219618,0.017726082805968504,1.7513872262552552
CST9,0.03342843258827388,0.795366886791653,0.8400102599905622,0.07571540937850733
CST9L,0.24394072499773145,0.2186055725996786,0.2913788498396613,0.5355419753226731
CSTA,1.6833759765834033,5.187564457077488e-14,5.610373914154335e-13,12.251008193388678
CSTB,0.3869005654144164,1.6669823705871723e-09,8.756583516417723e-09,8.05766530586192
CSTF1,0.33301042443431683,4.661493575548081e-06,1.4932663954593212e-05,4.8258627081774605
CSTF2,0.4587431055766906,1.1338758963999589e-10,7.126303589562303e-10,9.147135680095696
CSTF2T,-0.8267986516505506,3.1579508289152096e-15,4.250365317199645e-14,13.371573740908376
CSTF3,0.10480579413195379,0.032236771508078195,0.054448978591697,1.26401026276129
CSTF3-AS1,0.5348368763304303,0.13468228275781957,0.1921158071296543,0.7164369002775324
CSTL1,-0.04973170187733045,0.7835565371781928,0.83123649660197,0.08027539672509161
CT45A1,-0.7202231144573465,0.002445674485395364,0.005171035966438883,2.286422441541096
CT45A2,-0.7202231144573465,0.002445674485395364,0.005171035966438883,2.286422441541096
CT45A3,-0.7202231144573465,0.002445674485395364,0.005171035966438883,2.286422441541096
CT45A4,-0.7202231144573465,0.002445674485395364,0.005171035966438883,2.286422441541096
CT45A5,-0.7202231144573465,0.002445674485395364,0.005171035966438883,2.286422441541096
CT45A6,-0.7202231144573465,0.002445674485395364,0.005171035966438883,2.286422441541096
CT47A1,0.13529790763310867,0.5595395079122099,0.6387494583340448,0.19466945514315664
CT47A10,0.13529790763310867,0.5595395079122099,0.6387494583340448,0.19466945514315664
CT47A11,0.13529790763310867,0.5595395079122099,0.6387494583340448,0.19466945514315664
CT47A12,0.13529790763310867,0.5595395079122099,0.6387494583340448,0.19466945514315664
CT47A2,0.13529790763310867,0.5595395079122099,0.6387494583340448,0.19466945514315664
CT47A3,0.13529790763310867,0.5595395079122099,0.6387494583340448,0.19466945514315664
CT47A4,0.13529790763310867,0.5595395079122099,0.6387494583340448,0.19466945514315664
CT47A5,0.13529790763310867,0.5595395079122099,0.6387494583340448,0.19466945514315664
CT47A6,0.13529790763310867,0.5595395079122099,0.6387494583340448,0.19466945514315664
CT47A7,0.13529790763310867,0.5595395079122099,0.6387494583340448,0.19466945514315664
CT47A8,0.13529790763310867,0.5595395079122099,0.6387494583340448,0.19466945514315664
CT47A9,0.13529790763310867,0.5595395079122099,0.6387494583340448,0.19466945514315664
CT55,0.11674187149319071,0.5938775562937355,0.6695984514683773,0.1741855593748867
CT62,-0.07542680200878538,0.5041797742932161,0.5872646799120659,0.23116611831345393
CT83,-0.17706315635256953,0.07740409822435346,0.11833318543905724,0.9268934444508344
CTA-246H3.12,0.5930981901477068,0.0005921178401561584,0.0013875881351003666,2.8577394223515036
CTA-250D10.23,-0.7290853775849566,6.527493072310094e-05,0.0001776472393646624,3.750441537051711
CTA-254O6.1,-0.1418743394125448,0.30659224968903925,0.388840170553108,0.41022887505140815
CTA-268H5.14,-0.22148146946479663,0.28839496384129587,0.3694805381176724,0.43240843253492584
CTA-280A3__B.2,0.3927771190976439,0.025039082210084565,0.043340078420712906,1.36311030719128
CTA-292E10.6,0.5268557810805286,0.025908451100665596,0.044692946700717655,1.349761010439826
CTA-29F11.1,0.17015481852587389,0.127623505328184,0.1832016043478871,0.7370707274127997
CTA-331P3.1,-0.012193044178867574,0.9533867678813861,0.9650741067073983,0.015439336502450031
CTA-384D8.35,-0.025925177864800197,0.9141662936150647,0.9336085132887398,0.029835196746892157
CTA-390C10.10,0.23109760719561923,0.3127151399683525,0.3955383694424794,0.4028113811198238
CTA-445C9.15,0.0979177981320074,0.4070586685452677,0.49261414945702,0.3074931179884861
CTAG1A,0.03380332387909757,0.8580919203094513,0.8898757994061525,0.050670603913040346
CTAG1B,0.03380332387909757,0.8580919203094513,0.8898757994061525,0.050670603913040346
CTAG2,0.4869613897163916,0.017629485066753464,0.031604802259174725,1.500246922565072
CTAGE1,-0.06379374194129817,0.5777853114323694,0.6553846566748642,0.18350373017891053
CTAGE11P,0.09737125977549876,0.5860677539984548,0.6626268870029712,0.178730945996891
CTAGE15,-0.10497414358393975,0.1705252398648829,0.23583873212117173,0.627384868599956
CTAGE4,-0.10281150058155397,0.17748559395520275,0.2439740671195695,0.612656333929368
CTAGE5,-0.3757344220013161,1.5698164900418342e-06,5.366357293650701e-06,5.270320415246795
CTAGE8,-0.10281150058155397,0.17748559395520275,0.2439740671195695,0.612656333929368
CTAGE9,-0.10281150058155397,0.17748559395520275,0.2439740671195695,0.612656333929368
CTB-102L5.7,0.6992199932563823,5.007732809640629e-05,0.00013864862407480318,3.8580844359287845
CTB-113P19.1,0.6417354084154345,0.0001756446535025102,0.0004455741173750238,3.3510800445122313
CTB-113P19.4,-1.1903745274684159,5.87625378225984e-08,2.4814684683136665e-07,6.605291238953212
CTB-119C2.1,0.41672032494706457,0.010233719634398982,0.01921436282869718,1.7163740126864384
CTB-127C13.1,0.4347467783928227,0.2038059258079287,0.27394547066637664,0.562335875666799
CTB-12A17.3,-0.03857157733517802,0.7502948696304657,0.8034482893103106,0.09504206960364887
CTB-12O2.1,0.06581596328945327,0.7529985673678001,0.8056339458842586,0.09386224280247701
CTB-167B5.2,0.6713942908090189,0.005722543925240445,0.011273508392095347,1.9479409075374137
CTB-174D11.1,-0.35861856498622036,0.005108621127868144,0.01017146608075539,1.9926164448262018
CTB-175P5.4,0.9367545958035954,0.00025461738030636345,0.0006303411333382088,3.2004243517686723
CTB-176F20.3,-0.24229847550231476,0.1270048533999925,0.1824528404139307,0.7388493711785094
CTB-181H17.1,1.1276730741606924,8.93511505828966e-07,3.181702830051222e-06,5.497340385750342
CTB-25B13.12,0.701257624200144,0.0026627173933871946,0.0055883684122591286,2.2527149708225083
CTB-31O20.2,0.6821358272526155,2.7664235011887515e-06,9.144836788755133e-06,5.038824041130763
CTB-31O20.9,0.1512883877592177,0.42425019788613555,0.5096089707456716,0.29276293563531786
CTB-43E15.1,0.10966531840441807,0.5964515904055843,0.6715403644890732,0.17292787793492945
CTB-50L17.7,0.7440205468355803,7.210231843957169e-05,0.0001947535492651134,3.710514618830198
CTB-78F1.1,-2.071343565501393,2.3705622271553883e-09,1.2152114504222316e-08,7.915348146953234
CTB-92J24.2,0.7545753260571795,1.3842635826061777e-07,5.528459229748398e-07,6.2573958888136705
CTBP1,-0.29430322370381035,2.8516702306104926e-06,9.410088264693082e-06,5.0264063029606945
CTBP1-AS,0.027244185292245593,0.824189168868488,0.8627336901706032,0.06412324222002973
CTBP1-AS2,0.17114281243909524,0.02927358347157555,0.0499060754125646,1.3018465814799565
CTBP2,0.13482973690005373,0.14930420834780248,0.21010383213984618,0.6775660263088908
CTBS,0.8055446871941694,6.9444332622520016e-15,8.794602994609503e-14,13.055783760656997
CTC-203F4.2,-0.7445750064072367,1.4639865267409348e-07,5.817388828906183e-07,6.235271907388705
CTC-241N9.1,0.055617428665359014,0.558281311806084,0.6379871793146925,0.19518804856540248
CTC-265F19.1,-0.6631767545399043,0.0012205967987212044,0.0027208232516501302,2.565299669659501
CTC-338M12.4,0.7778903610705239,3.6324435520728607e-12,2.8576056725483588e-11,10.543997700685583
CTC-360P9.3,0.033928632870507514,0.868198063108112,0.8979180408110893,0.046763302584266184
CTC-378H22.2,-0.40230924557565473,0.015645653538003644,0.028351947195721018,1.5474171086470339
CTC-384G19.1,0.5743311439228487,0.12008576697324749,0.17391339197488387,0.7596669744270805
CTC-400I9.1,-0.23094445770285876,0.08634780775845036,0.13034295437450863,0.8849124394398106
CTC-425F1.4,1.174410735950298,4.974316304629843e-13,4.560474085437458e-12,11.340990007776957
CTC-428G20.3,0.22127805683186885,0.0005581536927774096,0.001313663221845493,2.8815159587036825
CTC-428G20.6,0.25374101745781186,0.1963958743874396,0.2657830663738331,0.5754726923724948
CTC-429P9.3,-0.08192154971419896,0.17178921377784764,0.23734508864157774,0.62461975066536
CTC-436K13.5,0.2363785464528374,0.08188997841727454,0.12436608062506886,0.9052980521695738
CTC-444N24.11,0.01306831664170005,0.8755517836387042,0.9039428380684018,0.04385903179938739
CTC-459F4.3,-0.43864860853924625,0.012656918205374637,0.02333914709737962,1.6319150187992035
CTC-462L7.1,1.6480780434358882,4.602102267265075e-06,1.4757494251269982e-05,4.8309873772846235
CTC-471C19.1,-2.4561722770612917,1.0812335307521508e-13,1.1025244037815631e-12,11.957611788880193
CTC-471F3.6,0.1894701534971066,0.16288478913193513,0.2266182841508856,0.6447050530538708
CTC-471J1.2,0.5572521287314354,2.8877084265439066e-05,8.249341907618768e-05,4.083580695970021
CTC-510F12.4,0.08064390665735655,0.5185879855663685,0.6008688098228575,0.22122033896127505
CTC-523E23.1,0.024976277633076194,0.8230362820639704,0.8619329365528756,0.06452652352337689
CTC-527H23.4,-0.19538449635714894,0.1469451545455017,0.20720165382491937,0.6836067824974122
CTC-550B14.7,-0.17218916505705906,0.11607188411804334,0.16888082574041402,0.7724196562184686
CTC1,-0.15136991862841676,0.05962478162055374,0.09384692590440946,1.0275799487711117
CTCF,-0.14288513846040196,0.0024953823585525652,0.0052692989725910844,2.278247159471822
CTCFL,0.3138663233090728,0.35232817657472637,0.4364505241416787,0.36006498061842174
CTD-2002J20.1,0.027273978287906786,0.7992648192782641,0.8431433194993238,0.07409859669517392
CTD-2008P7.1,0.3716531548572597,0.00021680224477542287,0.0005430498531257313,3.2651602994285023
CTD-2012K14.6,-0.10669344761898536,0.2750793499183599,0.3549139289856711,0.44987695595556704
CTD-2021H9.3,0.4822513555939061,0.025037168958651577,0.043339835955195596,1.3631127368530298
CTD-2033C11.1,0.05025354471389587,0.8377594599552352,0.873385230122664,0.05879415673625293
CTD-2035E11.5,1.4755478115714755,7.338157339609173e-07,2.6469781832161657e-06,5.57724963820295
CTD-2036P10.3,-0.0006354135088697532,0.997140714927381,0.9983281934773093,0.0007266639377598751
CTD-2076M15.1,0.3813560086135501,0.1591714792787272,0.2221982578405763,0.653259350495018
CTD-2083E4.4,1.1626443331176661,2.989615161219469e-08,1.3090679643591232e-07,6.883037805107076
CTD-2083E4.7,0.5307285370650776,0.02154906113576793,0.03789769407687723,1.4213872143104078
CTD-2118P12.1,0.17154747500002543,0.31880532383820165,0.4019058597878361,0.3958756617478255
CTD-2124B8.2,0.23888570510446794,0.006563011381665453,0.01277174555658177,1.8937497422210072
CTD-2130O13.1,-0.48101564889958137,0.05794057468616596,0.09150245696706522,1.0385672443716647
CTD-2165H16.3,-0.4789258732136661,0.0002413528437405838,0.0005998115105955616,3.221985204231428
CTD-2194D22.4,0.07015803147380062,0.7137941750235747,0.7730661656294847,0.11178333384618709
CTD-2196E14.6,0.7738834590989958,7.655348038269999e-07,2.7544828021698116e-06,5.559959934833977
CTD-2199O4.3,-0.13393578118384575,0.32019383473725466,0.40343201756007935,0.39422963785880394
CTD-2199O4.7,-0.13393578118384575,0.32019383473725466,0.40343201756007935,0.39422963785880394
CTD-2251F13.1,0.25226131108519656,0.35163278304444817,0.4357215961050648,0.36079091415920983
CTD-2256P15.2,0.08902086962533673,0.5055499434301388,0.5885521179956872,0.230215073082692
CTD-2269F5.1,-0.03884581357428374,0.7063629768449315,0.7669890661947498,0.11521082708769731
CTD-2281E23.2,-0.3074029976036945,0.18724299227974284,0.2554472659802118,0.5926987411557696
CTD-2284J15.1,-0.07909176279997254,0.47395423483712995,0.558122442083693,0.2532705141664519
CTD-2286N8.2,-0.12020106225305849,0.5880718936047481,0.6645546823009503,0.17746927770923587
CTD-2287O16.5,0.8156493996952818,0.002456439288861474,0.005192000094980297,2.284665308262884
CTD-2292M16.8,-1.6003485405144353,9.784180173084919e-10,5.315513042688188e-09,8.274454811882839
CTD-2293H3.1,0.6690279338634584,0.0365481186325381,0.06089360024652326,1.2154283481498491
CTD-2297D10.2,-0.06160571395462977,0.6345191192158632,0.704942700442499,0.1518461821475579
CTD-2302E22.4,0.23117511906358068,0.39396507853846413,0.4790693756038378,0.3196015904262539
CTD-2310F14.1,0.022667002240170042,0.9268160185470531,0.9440815638811032,0.02499048323024823
CTD-2311B13.7,0.5979968497626245,0.033078114815913044,0.05571218869422179,1.2540497796279462
CTD-2313J17.5,0.506190551383948,0.017005772250989138,0.030610139580136718,1.514134690045104
CTD-2314B22.3,0.42310300372326637,0.0759818759588592,0.11645027666079989,0.9338594753378362
CTD-2325A15.5,-0.5838094203836581,0.05984407512108336,0.09415570544638041,1.0261533584003195
CTD-2350J17.1,0.5455791126933827,0.07725533153464188,0.11814270245696784,0.9275930990891648
CTD-2366F13.2,-0.5671793131493859,6.298184474728029e-08,2.647295355654385e-07,6.577197602266808
CTD-2373J6.1,-0.9579749685451562,5.910456711463277e-11,3.8616247779092605e-10,9.413229927553063
CTD-2377D24.6,0.01497797707663473,0.8991796144376556,0.9216921004858535,0.03541413468662404
CTD-2520I13.1,0.28743121930619164,0.17771100075100785,0.24421524122096783,0.6122272356752827
CTD-2528L19.6,-0.07063857234977178,0.4206850946134772,0.5060951293363365,0.2957678423247454
CTD-2534I21.8,-0.012504281868777944,0.9132999988359536,0.9329186965708951,0.030156203165809053
CTD-2537I9.16,0.4719624587593678,0.0034350776619009433,0.007058442052306251,2.1512911463634747
CTD-2537I9.5,-0.08064257163736954,0.6430336954205865,0.7123231105637912,0.14732296520546595
CTD-2540F13.2,0.10783355343353307,0.7390547315396034,0.7937766730364717,0.10030166798919367
CTD-2541J13.1,0.529076624342423,0.003944951464071761,0.008032531130026823,2.09514758266749
CTD-2541M15.1,0.16449578497267225,0.162522514764008,0.22620439074437013,0.6454989694479439
CTD-2542L18.1,0.15850790239584533,0.17399442697280798,0.23987657420437544,0.620012162163589
CTD-2547L24.4,0.5052822331891704,0.028451635710891064,0.048644017910296544,1.3129705602936392
CTD-2553C6.1,0.21979352320932932,0.00892014858158309,0.016944608038474696,1.770968472780948
CTD-2554C21.3,-0.16773088487064314,0.2963439035603149,0.37786205283641383,0.4226667203381956
CTD-2555O16.4,-0.24864147882054244,0.05647703803592999,0.08945125477411876,1.0484135630043363
CTD-2561B21.11,-0.5207556185060742,0.004951269964861973,0.009885553053517099,2.004999028791198
CTD-2587H24.10,0.11881133224726259,0.5225201595565594,0.6046509677057772,0.21849524772975623
CTD-2587M23.1,0.5224195875164099,0.07178776447267489,0.11082148293065873,0.9553760427314917
CTD-2611O12.6,-0.30788098303274936,0.13342656739463374,0.19060269785269654,0.7198709565085686
CTD-2616J11.10,0.3156147614955769,0.04099798212841527,0.06741670833253753,1.1712324560261727
CTD-2619J13.13,0.42862921888257866,0.009226046530571965,0.017476790614604353,1.7575383169154664
CTD-2619J13.17,1.268482297991917,1.0145457593552641e-05,3.106291801348035e-05,4.507757749585325
CTD-2639E6.4,-0.03860460322789372,0.8664367388958143,0.8966275783094751,0.04738790731338048
CTD-2647L4.1,0.5914769983171189,0.018193642585746923,0.032506506731054555,1.4880296988810147
CTD-3025N20.3,-0.7340113887260928,5.399226845349648e-12,4.1421187242321434e-11,10.3827774572195
CTD-3028N15.1,-0.32425002364677713,0.09449853995344659,0.14113860761027447,0.8503541713723205
CTD-3046C4.1,0.1299916643302863,0.4531934038005918,0.5374031232143442,0.26969981391547776
CTD-3064M3.3,-0.05265230717833269,0.6715629353087784,0.7372593094150719,0.1323797348805121
CTD-3080P12.3,-0.2122188324729044,0.4004015720389486,0.48571220525961495,0.3136209831847749
CTD-3092A11.2,0.07786437471326302,0.6275061086313022,0.6987791838883908,0.1556600408056743
CTD-3126B10.1,0.504361225095554,0.0005254291965751125,0.0012422654694030663,2.90578558646445
CTD-3138B18.5,0.3239525888342776,0.17649016423301925,0.24279690404589727,0.614756855341242
CTD-3193O13.1,0.1688282114065025,0.380673001721949,0.4653600834294227,0.3322108713496777
CTD-3203P2.1,0.2668886525468519,0.37549916390861704,0.4600707085194455,0.3371754162316682
CTD-3222D19.5,0.4653789010141365,0.0013636610338493835,0.003012799691706285,2.521029741767886
CTDNEP1,0.3876769766566426,6.523083328634847e-08,2.731024369963908e-07,6.563674424468971
CTDP1,-0.22167781202194625,0.28425244175202413,0.365020468368171,0.4376827819815699
CTDSP1,0.6767033112567855,2.2154066967303636e-06,7.423768917121408e-06,5.129375555051716
CTDSP2,0.5776541304194538,1.3252863843943677e-07,5.300711799601888e-07,6.275665807779819
CTDSPL,-0.14883613329661216,0.10567261987091159,0.15552780001715066,0.8081919711712667
CTDSPL2,0.4145886605681799,1.3719814438840037e-09,7.28999357639409e-09,8.137272854362111
CTF1,-0.32265132047882794,0.1628374209369067,0.22657817616645073,0.6447819233646125
CTGF,1.026282917934605,6.348282097938153e-07,2.3103738987165623e-06,5.636317730493505
CTGLF12P,-0.07930625533575508,0.11685525592490398,0.1698588263643475,0.7699118809886167
CTH,0.3410906000024685,0.002585193329847878,0.005439209380058693,2.2644642228811183
CTHRC1,1.5994246934147522,8.790912388297769e-12,6.499318832267817e-11,10.187132157647767
CTIF,-0.8150150305783477,2.504313768971474e-16,4.1583177405707035e-15,14.381082328928475
CTLA4,-0.28294650632810026,0.003300384678449991,0.006805703392447033,2.167126982338435
CTNNA1,0.7320633438751898,3.95094335293491e-07,1.4752361355397965e-06,5.831138458225554
CTNNA2,-1.3039858555579809,1.5423962779500967e-10,9.49842525211798e-10,9.022348390606394
CTNNA3,-1.650628709653688,2.7367706975377665e-08,1.2056984388828063e-07,6.9187613014048175
CTNNAL1,0.6212854090918647,1.975721771523912e-12,1.6369692047317782e-11,10.785959490619126
CTNNAP1,0.3681417335873247,0.00023640497653624947,0.0005885922824181532,3.23018543663869
CTNNB1,-0.08175371866898473,0.359148885853291,0.4433668991838952,0.35323673350026186
CTNNBIP1,-0.8031095732587588,1.5440446169393222e-10,9.50618098922693e-10,9.02199392138207
CTNNBL1,0.405017012205942,9.646852967587516e-10,5.245570194299757e-09,8.280207297026443
CTNND1,0.4437578344544679,3.480173198904522e-13,3.2653509914635056e-12,11.48607012971418
CTNND2,-0.5015637926109822,6.062162243015356e-06,1.912629011795293e-05,4.718369260895339
CTNS,0.44473008533904945,0.0005181104716253955,0.0012255546450660908,2.9116673196452156
CTPS1,0.2859094889188736,0.003097007394315795,0.0064166359864259274,2.192692597388043
CTPS2,0.71912008915303,6.351644483458986e-09,3.0596549953627224e-08,7.514327541511051
CTR9,0.19880192305835287,0.0006133016339230887,0.0014343429850108252,2.843346986264688
CTRB1,0.6375983174906272,0.00803695064451486,0.01539371112398967,1.81265666760338
CTRB2,0.06257431613435038,0.595257255858641,0.6705045323607955,0.17359828213358924
CTRC,-0.12463810971823719,0.2574928139677012,0.3354997259448026,0.4743078302511995
CTRL,-0.18552304645768825,0.06248712169800928,0.09787940454644597,1.0093086813613126
CTSA,0.45755158036132393,3.752825221356224e-07,1.4068489886562706e-06,5.851752517286665
CTSB,0.7231667380682119,1.2329745700280464e-10,7.69373613495673e-10,9.113862712375099
CTSC,2.0534166389151185,3.554731034514999e-10,2.0554704505705134e-09,8.68708876225333
CTSD,0.4337334544637468,5.377292890620598e-05,0.000148275939567406,3.828929315329381
CTSE,0.3936638349443262,0.004317714466604901,0.008723946184405803,2.0592870221267723
CTSF,-0.5706179415604673,1.7681239405579365e-08,8.022723589685884e-08,7.095678170472576
CTSG,0.6484345611964812,0.000566569127263025,0.0013321868791306261,2.8754348480768694
CTSH,-0.27862001550877125,0.08304325777502054,0.12588336061380873,0.9000316715695003
CTSK,0.41714057750397515,1.2969240123123723e-06,4.497516088633251e-06,5.34702727440995
CTSL,0.6924760145532716,5.260426757378961e-10,2.97009357366266e-09,8.527229867893167
CTSLP8,0.18108023332482936,0.1611225476327025,0.22457557648486054,0.6486374768128073
CTSO,0.7455113432806222,4.1555108918655887e-13,3.845853737939368e-12,11.41500723648176
CTSS,0.8905038712998952,7.245651850113125e-10,3.995911840273207e-09,8.39838410195387
CTSV,0.33385622181328767,0.050878432463448406,0.08150914016476117,1.0887936881858324
CTSW,-0.005805006399578261,0.9652886423172504,0.9744583262645893,0.011236729209600454
CTSZ,0.4191879412010735,0.002794483387065157,0.005837344068596407,2.2337847074626835
CTTN,-0.3126970941961744,0.010268108964163011,0.019273008700819563,1.7150504825335922
CTTNBP2,-0.5813938474095384,0.000337955644356042,0.000821431171375336,3.0854288207185006
CTTNBP2NL,0.4438876500492217,2.4611974913009298e-06,8.190141467988744e-06,5.086708596623432
CTU2,0.13173264017751052,0.042019487150819386,0.06886879266011718,1.161977530571308
CTXN1,-1.331952579990391,2.3391824211419264e-06,7.813898693118896e-06,5.107132223685159
CTXN2,0.15916326848964335,0.34924726336656764,0.43344681685821296,0.3630641820676773
CTXN3,-0.7641500580249279,1.242054081884221e-05,3.75256932872857e-05,4.425671275418837
CUBN,0.3912421004975588,0.024145024278482582,0.0419500059293909,1.3772679734502613
CUEDC1,0.26238431725446887,0.10255661413589477,0.1514615566591867,0.8196975839895461
CUEDC2,-0.42435513684465676,2.843185688893124e-18,6.819739411965235e-17,16.166232219787467
CUL1,-0.0022495077418618337,0.9745935929004071,0.9819455293982337,0.007912602781169488
CUL2,-0.7482522525710014,1.970491943072964e-13,1.9203653936439147e-12,11.71661612892913
CUL3,-0.024852341990968085,0.6704570753035773,0.73637601485441,0.13290036572209665
CUL4A,0.3324160565449734,2.883512006736483e-05,8.239279923854701e-05,4.084110742036069
CUL4B,-0.012670621916214486,0.7724540073818336,0.8222420019347956,0.08500034226911776
CUL5,-0.2300429241142936,9.855846991374485e-07,3.490749343039779e-06,5.457081335042294
CUL7,0.1368269246689593,0.09103878073151293,0.13666530954766504,0.8643417106259275
CUL9,-0.09754887371069643,0.25649664537759853,0.3344156935146564,0.4757133501119313
CUTA,0.014473704086183758,0.7824625953820746,0.8304003628296065,0.08071246973783612
CUTC,-0.4525569424500606,9.439731429834512e-07,3.349193142807594e-06,5.475059806644405
CUX1,0.1835074926568243,0.006283451972537862,0.012273646057122226,1.9110264048955854
CUX2,-2.7040136166301867,2.3344532090341893e-11,1.619146008377232e-10,9.790713986469978
CUZD1,-0.2771904625149615,0.008645468549861549,0.01646762330858136,1.78336907590309
CWC15,0.005275547931809399,0.9247107152447259,0.942408343493791,0.025760877568356298
CWC22,0.07160969514947979,0.1468152614679455,0.2070582428393764,0.6839074758672278
CWC25,0.14264393625549587,0.0016021220386116123,0.003504480657575177,2.4553763326932914
CWC27,0.3555653461698647,1.9523897924962725e-07,7.634028364772659e-07,6.117246230732039
CWF19L1,-0.18280858519256427,0.0033278647687702665,0.006858897940659655,2.163745659328144
CWF19L2,0.054965038604880334,0.5020950937358462,0.5853106443979373,0.2326135777801434
CWH43,0.16195964590750833,0.5462668785292895,0.6262889931522535,0.20322522083141556
CX3CL1,-0.9455282021402454,2.509349334578025e-09,1.2809840525429424e-08,7.892456276918633
CX3CR1,-0.8842692068651203,6.815005420461125e-05,0.00018479294706779545,3.733314608375599
CXADR,-0.5059131013505933,5.591496332319426e-05,0.0001537661491387842,3.813139261805836
CXCL1,-0.18520031325983144,0.3523096746815046,0.4364497247118771,0.3600657760998114
CXCL10,1.2692128450539943,9.095023485505708e-13,7.999300612908619e-12,11.096947982162089
CXCL11,1.1045562607743333,1.027217878325464e-07,4.1685637360171e-07,6.380013553891329
CXCL12,-0.06133314508303478,0.6343051183271137,0.7048090967928041,0.15192849923076662
CXCL13,0.47306085692542554,0.17312269498539598,0.23893082500468935,0.6217278173248304
CXCL14,-1.5063332218378136,0.00010461991061490269,0.0002748113761686676,3.5609652930643985
CXCL16,1.1769419593893797,7.675024178548239e-17,1.3926721675729478e-15,14.856151103655177
CXCL17,0.23219960087266678,0.14439940374215093,0.2041301461113738,0.6900928535738231
CXCL2,0.22250749565390215,0.29556899572430567,0.37712974490987045,0.4235092126466923
CXCL3,1.0507471898504255,5.493853701806223e-05,0.0001512511513624101,3.8203013107023485
CXCL5,0.23820992397506924,0.3082465835604435,0.39061400847077765,0.40825218579863404
CXCL6,0.7956836620638459,0.0023821466239165,0.005054642571557175,2.2963095492101946
CXCL8,0.5631426288706951,0.14728284606376968,0.20764188288000568,0.6826850416276662
CXCL9,0.580213887152401,3.4300204536785465e-05,9.715675041002553e-05,4.0125270194185285
CXCR1,-0.17711519097549733,0.19202345203205998,0.26099300531433073,0.5833711317195535
CXCR2,0.47269644869266525,0.038594685994636384,0.06388969286020335,1.1945691996662555
CXCR3,-0.0052583439222164685,0.9769992655446287,0.9835179591615245,0.007217705400426113
CXCR4,1.8934899863725736,1.4076190501076625e-21,6.301286597569869e-20,19.200570767184978
CXCR5,0.09258170638820928,0.4086075429528992,0.4943172423705584,0.3059942405693929
CXCR6,-0.05021352330342754,0.658031681597075,0.7254576249179756,0.139387950285879
CXXC1,0.13272252191467437,0.011105363727486427,0.02072040459749796,1.683601768581959
CXXC1P1,0.14597964471863545,0.289515697989336,0.3707166018580582,0.43095796445898177
CXXC4,-0.21560239990196273,0.030086421226897784,0.05113499114302453,1.29128181493858
CXXC5,-0.23688473226436102,0.015970210932527526,0.028897238348596224,1.5391436599173094
CXorf21,0.6383144934156162,0.0013174066863613468,0.002917464367857573,2.534994439459913
CXorf22,-0.09623936574551006,0.5595340321028988,0.6387494583340448,0.19466945514315664
CXorf23,0.13712318030510673,0.021684515767243232,0.03810849398784578,1.4189782138017468
CXorf24,0.8289900600062001,4.736680491949905e-15,6.158188541714871e-14,13.21054701868503
CXorf30,-0.2104139967352312,0.3803470297522724,0.46500810830357353,0.33253947429112496
CXorf31,-0.545983136463315,0.027295576624070342,0.04683457240052842,1.3294334405228239
CXorf36,-0.03359476175531739,0.7262260468683145,0.7830787479762709,0.10619456221805039
CXorf38,0.5064316178264487,9.089819877223013e-05,0.00024115204324224996,3.6177090540196226
CXorf40A,-0.2891569834587173,2.3688057554378382e-05,6.859181409123521e-05,4.163727710927858
CXorf40B,-0.26232041061511957,1.2500801726108877e-05,3.773087130026589e-05,4.423303165736497
CXorf51A,-0.4329733729560852,0.0010815351390701443,0.0024366192155177865,2.6132123352061702
CXorf51B,-0.4329733729560852,0.0010815351390701443,0.0024366192155177865,2.6132123352061702
CXorf56,0.11738628560718034,0.24046986162431033,0.31627014409284293,0.49994180355604023
CXorf57,-0.834103652109226,0.00038819111337986515,0.0009343345340453633,3.0294975988477737
CXorf58,0.5324854583361756,0.13862019061634023,0.19682553148858997,0.70591856715763
CXorf65,0.2449968484870011,0.22353772263474728,0.2970698682382826,0.5271413964005773
CXorf67,0.08511152330949656,0.5945771303438685,0.6700469689159734,0.17389475308115773
CYAT1,0.9741151251341229,1.1465855893786691e-05,3.480482485791534e-05,4.45836054732001
CYB561,-0.3520848911476602,0.010413590541545361,0.019526430163636765,1.7093771474926993
CYB561A3,0.24440592262166483,0.000329837219237699,0.0008028962566086882,3.095340566916933
