Name,Description,GTEX-NPJ7,GTEX-P44H,GTEX-Q2AG,GTEX-QVJO,GTEX-UTHO,GTEX-WVLH,GTEX-Y8DK
ENSG00000242295,RP11-522B15.1,1,0,0,0,0,0,0
ENSG00000259534,RP11-522B15.7,0,0,0,0,0,0,0
ENSG00000222617,RN7SKP254,0,0,0,0,0,0,0
ENSG00000274079,Metazoa_SRP,0,0,0,0,0,0,0
ENSG00000259340,CTD-2027G2.1,0,0,0,0,0,0,0
ENSG00000214424,FAM149B1P1,0,4,0,0,0,2,0
ENSG00000259282,SPATA8-AS1,0,0,0,0,0,0,0
ENSG00000185594,SPATA8,0,0,0,0,0,0,2
ENSG00000223120,RN7SKP181,0,0,0,0,0,0,0
ENSG00000259403,RP11-315L6.1,1,1,3,0,0,4,2
ENSG00000259485,CTD-2147F2.1,0,0,0,0,0,0,0
ENSG00000242863,RN7SL677P,0,0,0,0,0,0,0
ENSG00000259664,CTD-2147F2.2,31,20,21,4,24,66,25
ENSG00000251729,RNA5SP401,0,0,0,0,0,0,0
ENSG00000279091,RP11-461F11.2,2,2,10,3,0,9,8
ENSG00000259582,RP11-461F11.3,1,2,6,0,0,8,3
ENSG00000251209,LINC00923,43,13,86,24,10,46,38
ENSG00000259870,RP11-753A21.2,0,0,0,0,0,0,2
ENSG00000140450,ARRDC4,1926,1300,1079,618,1108,1808,657
ENSG00000259478,RP11-753A21.1,1,0,3,0,0,2,0
ENSG00000258483,AC144835.1,20,0,3,2,0,6,8
ENSG00000283372,U6,0,0,0,0,0,0,0
ENSG00000259199,CTD-2544M6.1,2,0,0,0,0,3,0
ENSG00000222361,RNU6-1186P,0,0,0,0,0,0,0
ENSG00000259611,LINC01582,0,0,0,0,0,0,0
ENSG00000259266,RP11-183E24.1,0,0,0,0,0,0,0
ENSG00000259320,RP11-183E24.2,0,0,0,0,0,0,0
ENSG00000259041,RP11-167B3.1,0,0,0,0,0,0,0
ENSG00000274312,RP11-167B3.2,36,18,14,9,75,14,18
ENSG00000277987,RP11-167B3.3,3,0,6,3,0,4,1
ENSG00000283597,FAM169B,14,6,16,24,10,10,12
ENSG00000259507,RP11-719C20.1,0,0,0,0,0,0,0
ENSG00000259424,RP11-35O15.1,4,1,10,2,0,8,2
ENSG00000140443,IGF1R,5599,2122,5408,2726,4548,5014,2175
ENSG00000278022,RP11-35O15.2,0,2,2,0,0,1,0
ENSG00000264480,MIR4714,0,0,0,0,0,0,0
ENSG00000259621,RP11-654A16.1,0,0,0,0,0,0,0
ENSG00000259475,RP11-654A16.3,7,0,16,7,3,8,6
ENSG00000183571,PGPEP1L,14,19,10,19,67,40,10
ENSG00000278090,RP11-6O2.2,29,4,2,4,69,14,6
ENSG00000182253,SYNM,7723,3629,6994,4881,4762,7488,3981
ENSG00000261054,RP11-6O2.4,4,0,3,0,0,5,1
ENSG00000103852,TTC23,454,378,391,309,248,409,265
ENSG00000261616,RP11-6O2.3,130,54,191,167,99,277,92
ENSG00000259921,AC022819.3,11,0,8,6,2,8,1
ENSG00000168904,LRRC28,1232,644,1575,784,1379,2053,941
ENSG00000259706,HSP90B2P,34,29,52,16,9,45,21
ENSG00000259228,HNRNPA1P62,0,0,1,0,0,2,0
ENSG00000259257,RP11-616M17.1,3,0,2,0,0,0,0
ENSG00000259590,RP11-20G13.3,11,13,2,2,4,23,4
ENSG00000259760,RP11-20G13.2,9,1,3,4,0,8,6
ENSG00000274294,RP11-20G13.5,35,4,21,23,52,11,5
ENSG00000259341,RP11-20G13.1,5,2,2,1,0,2,1
ENSG00000279846,RP11-20G13.4,5,0,2,3,0,2,0
ENSG00000241562,RPL7P5,0,3,2,0,0,0,0
ENSG00000068305,MEF2A,5712,2944,8054,4875,2279,10154,3946
ENSG00000201724,Y_RNA,0,0,0,2,0,0,0
ENSG00000183060,LYSMD4,1095,463,1219,629,953,2044,799
ENSG00000182397,DNM1P46,3,19,24,6,43,7,4
ENSG00000259363,CTD-2054N24.2,29,9,11,18,10,44,11
ENSG00000254744,CTD-3076O17.1,16,0,3,2,0,3,0
ENSG00000140470,ADAMTS17,196,195,430,141,202,369,164
ENSG00000259219,CTD-3076O17.2,8,1,13,0,2,6,5
ENSG00000252957,RNA5SP402,0,3,0,0,0,0,0
ENSG00000259356,RP11-90E5.1,0,10,2,8,0,0,0
ENSG00000189419,SPATA41,154,68,141,72,253,89,129
ENSG00000259430,CERS3-AS1,0,0,0,0,0,0,0
ENSG00000154227,CERS3,4,14,17,2,2,13,15
ENSG00000270127,RP11-526I2.5,236,194,218,196,287,116,67
ENSG00000251819,RNU6-322P,1,1,4,1,0,0,2
ENSG00000259205,PRKXP1,64,5,72,30,8,14,11
ENSG00000259540,RP11-526I2.1,3,0,6,3,0,1,0
ENSG00000200095,RNU6-181P,0,0,0,0,0,0,0
ENSG00000140471,LINS1,601,386,699,307,798,1043,312
ENSG00000183475,ASB7,860,504,863,547,779,1134,495
ENSG00000212306,Y_RNA,0,0,0,0,0,0,0
ENSG00000259381,RP11-192M23.1,21,0,16,16,0,13,1
ENSG00000259579,RP11-66B24.5,0,0,0,2,0,0,0
ENSG00000279588,RP11-76I7.1,0,0,4,2,1,8,0
ENSG00000259586,RP11-66B24.3,0,0,0,0,0,0,0
ENSG00000232386,RP11-66B24.2,5,3,14,14,46,14,8
ENSG00000259604,RP11-66B24.1,31,6,45,28,74,62,9
ENSG00000184254,ALDH1A3,373,299,657,257,383,413,633
ENSG00000278456,RP11-66B24.9,113,122,80,71,81,138,63
ENSG00000259583,RP11-66B24.4,802,328,1369,483,348,1521,632
ENSG00000154237,LRRK1,2027,901,3617,1905,1684,4512,1683
ENSG00000259376,RP11-505E24.3,11,0,10,0,0,6,1
ENSG00000259755,RP11-505E24.2,17,5,31,2,0,7,16
ENSG00000259365,RP11-424I19.1,0,0,2,0,0,0,1
ENSG00000259182,RP11-424I19.2,0,0,1,4,0,1,0
ENSG00000131873,CHSY1,1983,1205,1065,665,920,937,488
ENSG00000131871,SELENOS,1078,976,904,536,1631,1381,662
ENSG00000131876,SNRPA1,1012,1260,1060,725,1831,1934,971
ENSG00000259172,RP11-299G20.2,43,24,55,31,90,93,19
ENSG00000140479,PCSK6,261,255,865,709,523,1400,339
ENSG00000279970,RP11-299G20.5,49,12,78,51,166,51,20
ENSG00000259764,PCSK6-AS1,0,0,0,0,2,0,0
ENSG00000274139,RP11-14C10.3,16,0,16,4,90,4,14
ENSG00000277210,RP11-14C10.6,0,0,3,0,0,0,0
ENSG00000282793,RP11-14C10.4,0,0,0,0,0,0,1
ENSG00000259464,SNRPCP18,0,0,0,0,0,0,0
ENSG00000259695,RP11-14C10.2,0,0,0,0,0,0,0
ENSG00000273585,RP11-14C10.5,0,4,2,0,0,3,2
ENSG00000184277,TM2D3,4440,2905,5334,2894,5774,8586,4178
ENSG00000252614,RNU6-807P,2,0,0,0,0,1,1
ENSG00000185418,TARSL2,1963,1883,2477,1551,4515,3345,1498
ENSG00000259658,RP11-89K11.1,5,12,15,11,98,16,6
ENSG00000259660,DNM1P47,15,2,9,0,0,9,6
ENSG00000259236,GOLGA8VP,6,4,2,1,1,2,0
ENSG00000240927,RN7SL209P,0,0,0,0,0,0,0
ENSG00000184140,OR4F6,0,0,0,0,1,0,0
ENSG00000182854,OR4F15,0,1,0,0,0,0,0
ENSG00000232459,OR4F14P,0,0,0,0,0,0,0
ENSG00000214344,OR4F13P,0,0,0,0,0,0,0
ENSG00000257109,OR4F28P,0,0,0,0,0,0,0
ENSG00000259454,WBP1LP5,0,0,0,0,0,0,0
ENSG00000259646,AC140725.7,0,0,0,0,0,0,0
ENSG00000177693,OR4F4,2,0,0,0,0,1,0
ENSG00000183909,OR4G2P,0,0,0,0,0,0,0
ENSG00000275771,AC140725.8,0,0,0,0,0,0,0
ENSG00000248893,FAM138E,0,0,0,0,0,0,0
ENSG00000259553,AC140725.4,6,3,3,0,12,3,1
ENSG00000284557,MIR1302-10,0,0,0,0,0,0,0
ENSG00000185596,WASH3P,292,462,423,239,489,372,191
ENSG00000275449,MIR6859-3,0,0,0,0,0,0,0
ENSG00000248472,DDX11L9,0,0,0,0,0,0,0
ENSG00000233614,DDX11L10,1,3,4,0,0,3,1
ENSG00000234769,WASH4P,38,32,30,21,90,70,47
ENSG00000278739,MIR6859-4,0,0,0,0,0,0,0
ENSG00000231439,WASIR2,36,13,57,26,6,110,17
ENSG00000226942,IL9RP3,1,5,2,4,2,6,0
ENSG00000161980,POLR3K,539,301,760,350,457,1075,540
ENSG00000161981,SNRNP25,2249,2298,4278,1739,4259,5917,2867
ENSG00000007384,RHBDF1,588,534,687,309,608,679,365
ENSG00000278995,Z69720.3,11,13,18,5,33,11,9
ENSG00000103152,MPG,429,332,815,252,683,1023,743
ENSG00000103148,NPRL3,2731,1155,2882,1393,2496,3467,1813
ENSG00000269482,Z69720.2,8,10,18,8,6,23,9
ENSG00000228779,Z69666.2,9,0,2,2,0,2,0
ENSG00000130656,HBZ,4,4,10,1,14,7,2
ENSG00000206178,HBZP1,0,0,0,0,0,1,0
ENSG00000206177,HBM,2,8,7,5,9,2,0
ENSG00000225323,Z84721.4,0,0,0,0,0,0,0
ENSG00000188536,HBA2,1134,1640,943,838,2497,568,374
ENSG00000206172,HBA1,144,119,88,227,99,138,30
ENSG00000207243,Y_RNA,0,0,0,0,0,0,0
ENSG00000086506,HBQ1,20,39,88,37,152,194,75
ENSG00000268836,LA16c-OS12.2,89,54,23,4,75,48,25
ENSG00000007392,LUC7L,3358,3059,4344,2355,8213,6104,2954
ENSG00000206168,Z69890.1,3,1,6,1,0,7,1
ENSG00000167930,FAM234A,1502,934,1930,875,1778,2139,1127
ENSG00000076344,RGS11,3091,1989,4267,2033,4818,5055,3007
ENSG00000242173,ARHGDIG,4284,3358,10145,3226,9066,12885,7720
ENSG00000185615,PDIA2,1341,1441,2846,1355,5583,3677,2248
ENSG00000103126,AXIN1,893,600,1598,683,1341,1670,932
ENSG00000086504,MRPL28,2166,1753,3856,1284,4061,4758,3282
ENSG00000129925,TMEM8A,1282,826,2399,1145,1432,1907,1512
ENSG00000236829,Z97634.3,15,12,36,31,8,41,27
ENSG00000103202,NME4,1809,1398,2366,790,2267,2484,1709
ENSG00000242612,DECR2,439,463,567,189,565,739,538
ENSG00000276984,LA16c-359F1.1,0,0,1,0,0,0,0
ENSG00000090565,RAB11FIP3,5309,4025,12465,4580,5982,11428,7738
ENSG00000201034,Y_RNA,0,0,0,0,0,0,0
ENSG00000230428,RP1-196A12.1,0,0,0,0,0,0,0
ENSG00000277142,LINC00235,28,23,68,24,6,101,42
ENSG00000103326,CAPN15,1057,678,2258,653,1212,1809,1476
ENSG00000266124,MIR5587,0,0,0,0,0,0,0
ENSG00000266235,MIR3176,0,1,0,0,0,1,0
ENSG00000161992,PRR35,20,4,4,10,10,28,9
ENSG00000007541,PIGQ,3014,1579,4544,2144,4310,6026,3793
ENSG00000257108,NHLRC4,16,11,80,18,66,45,38
ENSG00000197562,RAB40C,3293,1909,7211,1993,4111,8285,4572
ENSG00000127578,WFIKKN1,92,5,106,38,192,164,79
ENSG00000130731,METTL26,2408,1988,2730,955,4856,3667,2443
ENSG00000172366,MCRIP2,600,692,1107,348,1070,1167,857
ENSG00000228201,AL022341.3,6,2,2,0,0,8,2
ENSG00000161996,WDR90,626,495,908,356,723,1184,539
ENSG00000262528,LA16c-349E10.1,47,24,60,35,102,68,57
ENSG00000140983,RHOT2,3099,3274,5414,2249,5396,7199,4374
ENSG00000103269,RHBDL1,1176,787,2157,654,1965,2256,1892
ENSG00000260394,LA16c-313D11.9,0,3,3,0,1,4,3
ENSG00000103266,STUB1,1531,1470,3620,1113,2656,3988,2505
ENSG00000161999,JMJD8,482,293,959,282,593,873,510
ENSG00000127580,WDR24,796,379,1727,518,956,1404,900
ENSG00000261659,LA16c-313D11.12,4,1,3,2,36,4,2
ENSG00000127585,FBXL16,34454,44653,86353,28604,35409,75553,49541
ENSG00000279255,LA16c-380A1.2,78,45,233,55,13,166,150
ENSG00000259840,LA16c-380A1.1,34,21,145,23,37,109,104
ENSG00000103260,METRN,3242,4341,4042,1692,2927,3580,3365
ENSG00000103254,FAM173A,412,543,1012,276,1493,1427,1099
ENSG00000162004,CCDC78,87,172,244,75,163,368,308
ENSG00000103253,HAGHL,567,801,1699,483,1695,2307,1875
ENSG00000103245,NARFL,1386,997,2456,985,2349,2795,1632
ENSG00000102854,MSLN,49,32,38,16,66,24,25
ENSG00000279136,LA16c-335H7.2,0,3,2,1,2,4,1
ENSG00000162006,MSLNL,30,16,47,11,68,53,41
ENSG00000007376,RPUSD1,810,823,2221,573,1545,2170,1336
ENSG00000127586,CHTF18,492,446,719,333,933,1013,525
ENSG00000127588,GNG13,534,205,744,211,353,583,589
ENSG00000167945,PRR25,3,3,6,1,1,3,3
ENSG00000275438,LA16c-360A4.1,5,3,23,10,0,20,6
ENSG00000103227,LMF1,690,765,1228,523,1207,1809,903
ENSG00000260022,LA16c-306A4.1,3,0,9,6,0,5,4
ENSG00000260316,LA16c-306A4.2,81,18,90,44,60,77,92
ENSG00000260439,LMF1-AS1,6,2,15,0,33,24,5
ENSG00000276931,RP11-161M6.6,17,2,15,2,0,9,0
ENSG00000260807,RP11-161M6.2,5801,2579,10642,3963,14236,11172,7697
ENSG00000005513,SOX8,1453,1781,3476,1640,6700,4611,1852
ENSG00000260496,RP11-161M6.3,11,6,17,10,5,13,3
ENSG00000261713,SSTR5-AS1,0,4,19,0,1,3,5
ENSG00000162009,SSTR5,3,2,12,2,24,6,9
ENSG00000184471,C1QTNF8,2,6,5,1,1,14,8
ENSG00000260702,LA16c-349E11.1,0,0,0,0,0,3,0
ENSG00000260532,LA16c-381G6.1,3,2,12,2,1,23,2
ENSG00000273551,RP11-616M22.11,2,10,4,4,0,6,1
ENSG00000196557,CACNA1H,596,378,1279,571,590,1966,799
ENSG00000260403,RP11-616M22.1,0,2,1,0,0,0,0
ENSG00000259910,RP11-616M22.2,0,1,1,0,1,0,2
ENSG00000261294,RP11-616M22.3,0,0,1,0,0,1,0
ENSG00000116176,TPSG1,2,2,2,0,0,1,2
ENSG00000277010,RP11-616M22.12,0,2,0,0,1,0,0
ENSG00000197253,TPSB2,10,46,11,11,54,27,18
ENSG00000172236,TPSAB1,2,6,6,1,1,11,8
ENSG00000095917,TPSD1,14,18,112,10,4,11,26
ENSG00000260182,RP11-616M22.5,2,0,13,0,0,6,3
ENSG00000196364,PRSS29P,0,0,1,1,0,0,1
ENSG00000261564,RP11-616M22.10,0,0,1,0,0,0,0
ENSG00000260991,RP11-616M22.9,0,0,0,0,0,0,0
ENSG00000260284,TPSP2,1,0,0,0,0,1,0
ENSG00000260710,RP11-616M22.7,0,0,0,0,0,0,0
ENSG00000274751,LA16c-358B7.4,26,2,36,11,31,37,28
ENSG00000103275,UBE2I,3741,2253,5011,2038,3395,5398,3164
ENSG00000261505,LA16c-358B7.3,124,98,255,109,121,249,61
ENSG00000219274,RPS20P2,0,0,0,1,0,0,0
ENSG00000007516,BAIAP3,8484,3461,18064,4319,9156,22309,9575
ENSG00000007520,TSR3,1087,948,1891,707,1923,2445,1385
ENSG00000090581,GNPTG,3188,2729,4995,1729,5699,5821,3449
ENSG00000260425,LA16c-316G12.2,104,47,122,69,108,168,55
ENSG00000059145,UNKL,1116,478,1798,784,625,1978,817
ENSG00000260132,LA16c-312E8.2,2,2,0,3,10,2,1
ENSG00000174109,C16orf91,449,239,646,285,640,778,509
ENSG00000284395,LA16c-312E8.5,2,0,5,0,0,7,0
ENSG00000197599,CCDC154,72,27,135,73,114,115,151
ENSG00000279930,LA16c-312E8.4,22,16,43,17,12,27,80
ENSG00000103249,CLCN7,2261,1091,4423,1763,2061,4770,2406
ENSG00000260051,LA16c-390E6.4,27,19,81,33,35,140,41
ENSG00000261430,LA16c-390E6.3,0,1,2,0,1,0,1
ENSG00000219027,RPS3AP2,0,3,0,1,17,0,0
ENSG00000251692,PTX4,2,4,22,2,1,5,2
ENSG00000100726,TELO2,1218,832,2518,863,1847,2925,1479
ENSG00000187535,IFT140,1619,415,2477,1089,1502,2467,1298
ENSG00000260646,LA16c-385E7.1,11,0,11,6,0,14,4
ENSG00000131634,TMEM204,556,304,629,317,367,491,389
ENSG00000280062,LA16c-380F5.1,10,4,10,6,5,4,2
ENSG00000280231,LA16c-380F5.3,2,1,4,5,0,1,3
ENSG00000280327,LA16c-313F4.1,6,8,8,0,1,7,2
ENSG00000260954,LA16c-425C2.1,1,3,3,0,0,2,0
ENSG00000260989,LA16c-395F10.2,0,0,3,0,0,2,0
ENSG00000007545,CRAMP1,2069,1047,3152,1294,1274,3193,1414
ENSG00000226890,LA16c-395F10.1,0,0,0,0,0,3,0
ENSG00000206053,HN1L,541,338,707,454,1654,1249,338
ENSG00000278987,LA16c-431H6.7,12,3,11,0,1,7,2
ENSG00000138834,MAPK8IP3,17701,8782,38435,14526,18472,36137,19671
ENSG00000275092,LA16c-329F2.2,6,0,4,0,35,1,0
ENSG00000261399,LA16c-329F2.1,51,47,65,24,24,56,14
ENSG00000265820,MIR3177,0,0,0,0,0,0,0
ENSG00000261207,LA16c-361A3.3,24,11,34,9,0,37,5
ENSG00000103024,NME3,1294,1057,1827,775,2973,2247,1577
ENSG00000074071,MRPS34,1177,942,2071,811,1673,2606,1763
ENSG00000197774,EME2,815,903,1915,684,1853,3061,1261
ENSG00000162032,SPSB3,537,494,1032,453,1067,1176,634
ENSG00000095906,NUBP2,1107,992,1986,723,2235,2286,1535
ENSG00000099769,IGFALS,41,113,56,16,102,52,52
ENSG00000063854,HAGH,3998,2393,6036,2805,5350,7963,4446
ENSG00000180185,FAHD1,978,541,1576,697,1580,2711,1036
ENSG00000162039,MEIOB,16,60,24,22,51,27,13
ENSG00000260541,LA16c-429E7.1,5,1,3,1,4,3,3
ENSG00000281219,LINC00254,0,0,0,1,0,1,0
ENSG00000259947,LINC02124,1,1,1,0,0,0,0
ENSG00000162040,HS3ST6,0,1,3,0,1,0,3
ENSG00000198736,MSRB1,798,422,705,306,541,768,486
ENSG00000140986,RPL3L,18,17,22,17,57,6,12
ENSG00000140990,NDUFB10,2339,2126,4177,1606,5277,4708,3114
ENSG00000140988,RPS2,9240,6523,8472,4484,10718,9520,6482
ENSG00000207405,SNORA64,5,7,2,4,2,11,2
ENSG00000255513,AC005363.9,15,16,44,30,4,29,7
ENSG00000255198,SNHG9,129,113,122,49,61,143,80
ENSG00000179580,RNF151,1,2,2,1,1,0,3
ENSG00000277602,AC005363.11,5,0,8,1,0,1,0
ENSG00000183751,TBL3,1102,750,2172,653,2053,2240,1250
ENSG00000196408,NOXO1,0,0,0,0,0,0,1
ENSG00000127554,GFER,531,443,905,400,615,868,600
ENSG00000127561,SYNGR3,5840,4058,12753,4169,8432,17292,8806
ENSG00000261790,AC005606.14,0,1,0,0,0,0,1
ENSG00000167962,ZNF598,849,464,1618,590,993,1633,936
ENSG00000183971,NPW,2,4,22,1,7,25,6
ENSG00000265386,RN7SL219P,0,0,0,0,0,0,0
ENSG00000065054,SLC9A3R2,2376,2046,4670,2530,8249,4827,3227
ENSG00000065057,NTHL1,439,345,868,306,767,1094,663
ENSG00000103197,TSC2,4910,2373,8839,3217,4258,8464,4350
ENSG00000008710,PKD1,17278,10595,37536,16920,19295,46856,26749
ENSG00000221656,MIR1225,0,0,1,0,0,0,0
ENSG00000259933,RP11-304L19.1,11,0,32,11,5,31,15
ENSG00000261123,RP11-304L19.3,19,13,49,16,12,93,35
ENSG00000284008,MIR6511B1,0,0,0,0,0,0,0
ENSG00000261240,RP11-304L19.4,2,0,5,1,0,1,1
ENSG00000260447,RP11-304L19.2,6,0,4,10,1,11,8
ENSG00000200059,Y_RNA,0,0,1,0,0,0,0
ENSG00000265867,MIR4516,0,0,0,0,0,1,0
ENSG00000264397,MIR3180-5,0,0,0,0,0,0,0
ENSG00000167964,RAB26,2071,1016,2644,1916,3794,4572,2111
ENSG00000260260,SNHG19,281,225,261,112,294,321,199
ENSG00000206630,SNORD60,0,0,0,0,0,0,0
ENSG00000131653,TRAF7,1963,980,2983,1223,1424,2994,1749
ENSG00000167971,CASKIN1,3981,3938,14520,3536,2571,12319,8464
ENSG00000167965,MLST8,2330,1682,4581,1696,3222,5015,3181
ENSG00000182685,BRICD5,664,324,967,583,2261,1280,741
ENSG00000184207,PGP,1847,1392,3427,1533,2346,4294,2625
ENSG00000167967,E4F1,1137,1058,2009,759,1496,2166,1314
ENSG00000259780,RP11-304L19.12,0,0,0,0,0,0,0
ENSG00000167968,DNASE1L2,137,30,227,77,580,211,168
ENSG00000167969,ECI1,890,942,1247,531,1590,1355,859
ENSG00000261663,RP11-304L19.11,32,24,44,19,47,44,34
ENSG00000205937,RNPS1,8681,5400,12026,5078,8694,13964,7803
ENSG00000260778,RP11-304L19.13,60,45,74,23,50,114,77
ENSG00000266643,MIR3677,0,0,0,0,0,0,0
ENSG00000264004,MIR4717,0,0,0,0,0,0,0
ENSG00000167972,ABCA3,8669,3712,16369,5697,6096,15698,7702
ENSG00000243445,RP11-715J22.1,3,3,4,4,2,2,0
ENSG00000238098,ABCA17P,251,124,249,138,305,369,154
ENSG00000162063,CCNF,549,205,740,336,472,799,437
ENSG00000283180,MIR6767,0,0,0,0,0,1,0
ENSG00000260095,RP11-715J22.3,17,10,43,6,57,26,24
ENSG00000260874,RP11-715J22.4,9,2,16,9,11,17,7
ENSG00000162062,C16orf59,99,114,245,112,323,321,188
ENSG00000274805,MIR6768,0,0,0,0,0,0,0
ENSG00000259895,RP11-715J22.2,42,0,41,15,60,41,28
ENSG00000162068,NTN3,3,11,41,7,2,13,16
ENSG00000162065,TBC1D24,5616,2907,5821,2478,3792,7232,2952
ENSG00000260293,RP11-715J22.6,214,155,292,94,116,289,104
ENSG00000185883,ATP6V0C,16241,6595,30413,8345,16573,30201,22690
ENSG00000279520,RP11-20I23.2,121,27,121,42,27,191,42
ENSG00000162066,AMDHD2,446,349,988,280,502,1132,693
ENSG00000266232,MIR3178,0,0,0,0,0,0,0
ENSG00000140992,PDPK1,5339,3386,6892,3536,3515,7754,3786
ENSG00000261613,RP11-20I23.13,1,2,26,6,0,39,2
ENSG00000261288,RP11-20I23.11,0,0,0,0,0,0,0
ENSG00000269937,RP11-20I23.8,3,0,42,32,0,80,14
ENSG00000261140,RP11-20I23.6,0,0,0,1,2,4,4
ENSG00000260436,RP11-20I23.7,0,0,0,0,0,0,2
ENSG00000279568,RP11-20I23.5,16,3,14,7,0,16,6
ENSG00000280402,RP11-20I23.10,1,0,11,3,10,10,2
ENSG00000279162,CTD-3126B10.2,6,0,17,10,2,17,9
ENSG00000215154,AC141586.5,120,70,265,131,74,391,147
ENSG00000205918,PDPK2P,56,13,122,46,24,52,71
ENSG00000279057,CTD-3126B10.5,1,0,11,2,1,13,2
ENSG00000260176,CTD-3126B10.4,7,5,7,1,3,0,5
ENSG00000260565,ERVK13-1,1072,426,1405,656,1581,1465,955
ENSG00000167977,KCTD5,790,556,860,490,766,1135,541
ENSG00000279901,CTD-2270P14.2,6,0,6,2,0,0,0
ENSG00000172382,PRSS27,51,230,105,68,87,187,98
ENSG00000205913,SRRM2-AS1,58,49,44,23,21,79,30
ENSG00000167978,SRRM2,26582,10426,37074,19301,14476,43209,18736
ENSG00000103363,ELOB,4829,3498,5411,2362,8022,7041,4920
ENSG00000276791,CTD-2270P14.5,31,144,83,48,274,277,84
ENSG00000103355,PRSS33,3,0,2,0,0,1,6
ENSG00000221719,SNORA3,0,0,0,0,0,0,0
ENSG00000215148,PRSS41,0,2,1,0,0,1,1
ENSG00000007038,PRSS21,11,3,8,5,10,0,11
ENSG00000262154,EIF1P4,0,0,2,1,0,0,0
ENSG00000162078,ZG16B,0,0,1,2,6,4,4
ENSG00000172460,PRSS30P,45,5,19,12,0,3,11
ENSG00000005001,PRSS22,0,2,5,1,0,5,8
ENSG00000263325,LA16c-325D7.1,0,0,0,0,0,0,0
ENSG00000263280,LA16c-325D7.2,5,2,14,2,32,17,2
ENSG00000162076,FLYWCH2,737,352,1194,389,1130,1290,880
ENSG00000059122,FLYWCH1,4750,2655,5845,2340,4265,7678,3758
ENSG00000262959,RPL23AP86,4,0,7,0,0,1,0
ENSG00000262482,LA16c-321D4.2,8,12,4,0,0,17,5
ENSG00000131650,KREMEN2,40,47,133,25,35,209,94
ENSG00000127564,PKMYT1,66,62,146,26,68,183,60
ENSG00000162073,PAQR4,705,494,1551,595,901,2001,842
ENSG00000274367,LA16c-380H5.6,3,7,11,8,47,19,2
ENSG00000270168,LA16c-380H5.3,3,0,1,4,0,2,1
ENSG00000262152,LINC00514,0,0,0,0,0,0,0
ENSG00000262362,LA16c-380H5.2,4,4,16,4,0,12,0
ENSG00000272079,LA16c-380H5.5,147,165,357,107,60,468,52
ENSG00000213937,CLDN9,165,86,226,72,115,146,62
ENSG00000184697,CLDN6,16,20,19,21,18,12,1
ENSG00000006327,TNFRSF12A,35,14,33,75,172,32,12
ENSG00000103145,HCFC1R1,2605,1824,3154,1449,4777,4344,2840
ENSG00000131652,THOC6,207,203,292,165,586,462,182
ENSG00000162069,BICDL2,16,54,83,35,22,184,62
ENSG00000205890,RP11-473M20.5,10,21,23,7,56,20,20
ENSG00000008516,MMP25,76,144,70,34,31,39,15
ENSG00000261971,MMP25-AS1,356,220,586,315,387,684,509
ENSG00000008517,IL32,173,29,162,118,188,96,114
ENSG00000262370,RP11-473M20.9,24,14,6,20,8,19,15
ENSG00000200204,RNU1-22P,1,0,1,0,0,1,0
ENSG00000130182,ZSCAN10,7,7,6,4,0,2,7
ENSG00000263011,RP11-473M20.11,2,3,2,1,0,5,2
ENSG00000263072,ZNF213-AS1,683,399,655,315,884,1032,486
ENSG00000122386,ZNF205,275,309,637,219,997,680,505
ENSG00000085644,ZNF213,1605,765,2607,808,1134,2203,1635
ENSG00000228146,CASP16P,3,0,2,1,5,8,1
ENSG00000261889,RP11-473M20.16,0,3,0,0,0,5,0
ENSG00000262521,AJ003147.8,0,0,2,0,0,2,1
ENSG00000262668,AJ003147.9,8,2,27,6,0,10,9
ENSG00000168124,OR1F1,10,12,43,5,22,50,15
ENSG00000203581,OR1F2P,7,0,8,0,0,2,0
ENSG00000010539,ZNF200,321,210,485,179,184,478,256
ENSG00000103313,MEFV,47,41,40,30,14,58,9
ENSG00000281005,LINC00921,88,31,88,35,59,67,58
ENSG00000279330,AJ003147.11,31,30,31,25,36,25,12
ENSG00000006194,ZNF263,1467,1014,1913,899,1887,2367,980
ENSG00000279031,LA16c-360H6.1,23,8,6,6,1,21,18
ENSG00000140993,TIGD7,127,93,148,72,158,235,88
ENSG00000262899,LA16c-360H6.3,16,5,16,11,0,25,7
ENSG00000162086,ZNF75A,1072,1353,1084,646,1005,1708,654
ENSG00000262316,RP11-433P17.1,1,0,4,1,0,2,2
ENSG00000168158,OR2C1,10,0,15,8,0,14,10
ENSG00000262621,LA16c-306E5.2,0,0,0,1,0,0,0
ENSG00000262118,MTCO1P28,9,2,4,0,0,11,2
ENSG00000263177,MTND1P8,7,4,1,0,0,8,2
ENSG00000232196,MTRNR2L4,6,8,12,4,2,17,5
ENSG00000140987,ZSCAN32,15,27,46,19,1,42,27
ENSG00000103343,ZNF174,551,340,767,438,538,1006,471
ENSG00000167981,ZNF597,429,268,472,316,185,730,231
ENSG00000122390,NAA60,2255,1362,3674,1347,2107,3126,2315
ENSG00000215131,C16orf90,0,0,2,0,0,2,0
ENSG00000240311,LA16c-306E5.1,1,0,6,2,13,2,0
ENSG00000103351,CLUAP1,1804,971,2520,957,1467,2853,1388
ENSG00000167984,NLRC3,411,271,511,198,321,503,306
ENSG00000262312,LA16c-390H2.4,21,3,22,9,0,20,5
